filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2
ALCP042.COB ; 4071 ; 929 ; 308 ; 148; False;65 ; 35 ; 65; 24;  0; 0
ALCP052.COB ; 2199 ; 1168 ; 416 ; 178; False;60 ; 40 ; 60; 27;  0; 0
ALCP070.COB ; 2933 ; 1101 ; 369 ; 160; False;79 ; 59 ; 79; 42;  0; 0
ALCP071.COB ; 996 ; 712 ; 224 ; 69; False;119 ; 68 ; 119; 44;  0; 0
ALCP072.COB ; 3668 ; 1107 ; 423 ; 174; False;33 ; 14 ; 31; 10;  0; 0
ALCP076.COB ; 3196 ; 1820 ; 611 ; 369; False;154 ; 125 ; 152; 85;  0; 0
ALCP077.COB ; 5308 ; 1902 ; 616 ; 342; False;93 ; 77 ; 91; 53;  0; 0
ALCP078.COB ; 1016 ; 723 ; 208 ; 106; False;92 ; 59 ; 90; 39;  0; 0
ALCP079.COB ; 1889 ; 1241 ; 386 ; 189; False;77 ; 55 ; 75; 37;  0; 0
ALCP080.COB ; 1361 ; 553 ; 124 ; 39; False;59 ; 29 ; 57; 20;  0; 0
ALCP081.COB ; 2955 ; 1471 ; 431 ; 208; False;47 ; 23 ; 45; 18;  0; 0
ALCP082.COB ; 2554 ; 935 ; 254 ; 134; False;70 ; 45 ; 70; 31;  0; 0
ALCP083.COB ; 5607 ; 3020 ; 1383 ; 838; False;61 ; 49 ; 61; 30;  0; 0
ALCP084.COB ; 3690 ; 1257 ; 405 ; 195; False;86 ; 65 ; 86; 42;  0; 0
ALCP089.COB ; 1778 ; 670 ; 240 ; 74; False;93 ; 59 ; 91; 40;  0; 0
ALCP090.COB ; 7835 ; 4541 ; 1693 ; 858; False;58 ; 40 ; 58; 27;  0; 0
ALCP091.COB ; 3476 ; 1419 ; 463 ; 207; False;96 ; 63 ; 96; 41;  0; 0
ALCP094.COB ; 2022 ; 1539 ; 550 ; 134; True;295 ; 99 ; 295; 69;  0; 0
ALCP095.COB ; 1159 ; 756 ; 212 ; 108; True;87 ; 62 ; 87; 43;  0; 0
ALCP097.COB ; 2708 ; 1219 ; 406 ; 183; False;35 ; 21 ; 35; 15;  0; 0
ALCP120.COB ; 1791 ; 1050 ; 490 ; 164; False;56 ; 30 ; 56; 18;  0; 0
ALCP201.COB ; 8665 ; 5929 ; 3183 ; 1483; False;87 ; 61 ; 87; 42;  0; 0
ALCP202.COB ; 1512 ; 912 ; 370 ; 106; False;111 ; 60 ; 109; 39;  0; 0
ALCP206.COB ; 1638 ; 1095 ; 411 ; 166; False;83 ; 75 ; 83; 48;  0; 0
ALCP208.COB ; 2097 ; 1076 ; 377 ; 143; False;144 ; 106 ; 144; 66;  0; 0
ALCP209.COB ; 3053 ; 1646 ; 457 ; 261; False;28 ; 13 ; 26; 9;  0; 0
ALCP215.COB ; 1075 ; 685 ; 205 ; 105; True;97 ; 65 ; 97; 45;  0; 0
ALCP218.COB ; 1579 ; 705 ; 205 ; 77; False;98 ; 45 ; 98; 33;  0; 0
ALCP221.COB ; 828 ; 666 ; 238 ; 112; False;60 ; 53 ; 60; 35;  0; 0
ALCP242.COB ; 4170 ; 2717 ; 1214 ; 517; False;93 ; 29 ; 91; 25;  0; 0
ALCP243.COB ; 4163 ; 2826 ; 1063 ; 665; False;33 ; 18 ; 33; 13;  0; 0
ALCP244.COB ; 7357 ; 4113 ; 1509 ; 702; False;49 ; 21 ; 49; 15;  0; 0
ALCP246.COB ; 1509 ; 1327 ; 734 ; 361; False;51 ; 25 ; 49; 16;  0; 0
ALCP247.COB ; 643 ; 467 ; 119 ; 43; False;25 ; 12 ; 23; 8;  0; 0
ALCP250.COB ; 1339 ; 889 ; 327 ; 133; False;55 ; 32 ; 53; 23;  0; 0
ALCP252.COB ; 1496 ; 1322 ; 709 ; 353; False;49 ; 25 ; 47; 16;  0; 0
ALCP254.COB ; 1896 ; 1684 ; 943 ; 478; False;51 ; 25 ; 49; 16;  0; 0
ALCP256.COB ; 1589 ; 1407 ; 782 ; 393; False;49 ; 25 ; 47; 16;  0; 0
ALCP259.COB ; 604 ; 407 ; 107 ; 31; False;56 ; 28 ; 54; 21;  0; 0
ALCP262.COB ; 1329 ; 773 ; 307 ; 128; False;84 ; 62 ; 84; 39;  0; 0
ALCP263.COB ; 1880 ; 1373 ; 450 ; 213; False;82 ; 67 ; 80; 47;  0; 0
ALCP264.COB ; 458 ; 417 ; 136 ; 48; False;78 ; 44 ; 76; 30;  0; 0
ALCP298.COB ; 837 ; 493 ; 133 ; 45; False;44 ; 26 ; 44; 17;  0; 0
ALCP306.COB ; 5764 ; 2619 ; 1130 ; 568; False;51 ; 25 ; 51; 17;  0; 0
ALCP325.COB ; 2074 ; 756 ; 288 ; 119; False;114 ; 97 ; 114; 54;  0; 0
ALCP326.COB ; 1796 ; 925 ; 392 ; 169; False;21 ; 10 ; 19; 6;  0; 0
ALCP331.COB ; 1678 ; 596 ; 194 ; 62; False;76 ; 47 ; 76; 33;  0; 0
ALCP333.COB ; 502 ; 479 ; 154 ; 64; False;49 ; 32 ; 49; 21;  0; 0
ALCP335.COB ; 2174 ; 1497 ; 530 ; 285; False;62 ; 41 ; 62; 28;  0; 0
ALCP336.COB ; 408 ; 369 ; 97 ; 29; True;79 ; 41 ; 79; 29;  0; 0
ALCP337.COB ; 1218 ; 1045 ; 439 ; 256; False;60 ; 42 ; 60; 29;  0; 0
ALCP342.COB ; 7746 ; 4049 ; 1816 ; 917; False;152 ; 146 ; 150; 71;  0; 0
ALCP345.COB ; 3213 ; 1084 ; 362 ; 157; False;30 ; 12 ; 30; 8;  0; 0
ALCP420.COB ; 3673 ; 1291 ; 436 ; 198; False;60 ; 40 ; 60; 27;  0; 0
ALCP421.COB ; 951 ; 554 ; 241 ; 66; False;26 ; 12 ; 24; 8;  0; 0
ALCP422.COB ; 1528 ; 953 ; 410 ; 146; False;34 ; 16 ; 32; 11;  0; 0
ALCP423.COB ; 2538 ; 681 ; 279 ; 74; False;30 ; 12 ; 28; 8;  0; 0
ALCP424.COB ; 846 ; 588 ; 143 ; 59; False;58 ; 32 ; 56; 23;  0; 0
ALCP425.COB ; 1136 ; 436 ; 112 ; 51; False;50 ; 27 ; 48; 18;  0; 0
ALCP470.COB ; 2494 ; 1615 ; 512 ; 274; False;75 ; 60 ; 75; 41;  0; 0
ALCP500.COB ; 5124 ; 3373 ; 1534 ; 600; False;56 ; 18 ; 54; 13;  0; 0
ALCP502.COB ; 6183 ; 3301 ; 1341 ; 511; False;155 ; 69 ; 155; 41;  0; 0
ALCP504.COB ; 6370 ; 3090 ; 1101 ; 475; False;131 ; 53 ; 129; 33;  0; 0
ALCP505.COB ; 601 ; 413 ; 127 ; 34; False;63 ; 34 ; 63; 23;  0; 0
ALCP519.COB ; 6619 ; 3743 ; 1677 ; 842; False;32 ; 20 ; 32; 14;  0; 0
ALCP520.COB ; 5343 ; 1785 ; 757 ; 371; False;26 ; 18 ; 26; 12;  0; 0
ALCP540.COB ; 8943 ; 4983 ; 2305 ; 1162; False;35 ; 16 ; 35; 11;  0; 0
ALCP542.COB ; 6527 ; 1410 ; 620 ; 290; False;82 ; 58 ; 82; 41;  0; 0
ALCP543.COB ; 1232 ; 435 ; 76 ; 21; False;44 ; 22 ; 44; 15;  0; 0
ALCP544.COB ; 1349 ; 812 ; 225 ; 67; False;24 ; 11 ; 22; 7;  0; 0
ALCP545.COB ; 564 ; 407 ; 122 ; 36; False;23 ; 10 ; 21; 6;  0; 0
ALCP550.COB ; 2291 ; 780 ; 307 ; 134; False;57 ; 34 ; 57; 24;  0; 0
ALCP551.COB ; 874 ; 616 ; 218 ; 72; False;55 ; 28 ; 53; 21;  0; 0
ALCP552.COB ; 743 ; 526 ; 188 ; 61; False;54 ; 37 ; 52; 25;  0; 0
ALCP558.COB ; 1435 ; 1035 ; 273 ; 110; False;97 ; 60 ; 97; 36;  0; 0
ALCP559.COB ; 1262 ; 846 ; 218 ; 104; False;82 ; 57 ; 80; 35;  0; 0
ALCP570.COB ; 2328 ; 1068 ; 267 ; 122; False;58 ; 29 ; 56; 22;  0; 0
ALCP571.COB ; 1796 ; 793 ; 226 ; 105; False;62 ; 39 ; 60; 26;  0; 0
ALCP575.COB ; 3913 ; 902 ; 282 ; 71; False;116 ; 61 ; 116; 42;  0; 0
ALCP577.COB ; 6937 ; 3351 ; 1371 ; 742; False;32 ; 20 ; 32; 14;  0; 0
ALCP579.COB ; 2180 ; 408 ; 112 ; 36; False;42 ; 24 ; 42; 14;  0; 0
ALCP610.COB ; 423 ; 314 ; 71 ; 25; True;40 ; 28 ; 40; 19;  0; 0
ALCP631.COB ; 2473 ; 1245 ; 432 ; 196; False;72 ; 51 ; 72; 30;  0; 0
ALCP637.COB ; 1848 ; 791 ; 234 ; 94; False;72 ; 51 ; 72; 30;  0; 0
ALCP639.COB ; 3272 ; 1019 ; 297 ; 150; False;85 ; 64 ; 85; 37;  0; 0
ALCP644.COB ; 1279 ; 475 ; 143 ; 31; True;68 ; 35 ; 68; 25;  0; 0
ALCP666.COB ; 6147 ; 3804 ; 1562 ; 946; False;70 ; 37 ; 68; 26;  0; 0
ALCP667.COB ; 1098 ; 693 ; 197 ; 82; False;43 ; 30 ; 41; 23;  0; 0
ALCP676.COB ; 1958 ; 887 ; 326 ; 123; False;47 ; 33 ; 45; 25;  0; 0
ALCP679.COB ; 1586 ; 870 ; 256 ; 118; False;77 ; 45 ; 77; 30;  0; 0
ALCP680.COB ; 575 ; 433 ; 114 ; 48; True;88 ; 70 ; 88; 42;  0; 0
ALCP686.COB ; 3501 ; 1400 ; 606 ; 357; False;56 ; 38 ; 56; 25;  0; 0
ALCP687.COB ; 2884 ; 882 ; 304 ; 137; False;82 ; 56 ; 80; 37;  0; 0
ALCP688.COB ; 3488 ; 1207 ; 418 ; 227; False;122 ; 87 ; 122; 53;  0; 0
ALCP689.COB ; 992 ; 746 ; 217 ; 107; False;25 ; 12 ; 23; 8;  0; 0
ALCP690.COB ; 1176 ; 868 ; 297 ; 131; False;28 ; 13 ; 26; 9;  0; 0
ALCP691.COB ; 972 ; 727 ; 213 ; 103; False;55 ; 34 ; 53; 23;  0; 0
ALCP692.COB ; 2534 ; 1813 ; 883 ; 476; False;84 ; 53 ; 84; 37;  0; 0
ALCP693.COB ; 2773 ; 2260 ; 1238 ; 678; False;68 ; 38 ; 68; 27;  0; 0
ALCP694.COB ; 2645 ; 1980 ; 1042 ; 551; False;100 ; 94 ; 100; 67;  0; 0
ALCP695.COB ; 2388 ; 1674 ; 766 ; 400; False;69 ; 38 ; 69; 27;  0; 0
ALCP696.COB ; 2497 ; 1776 ; 851 ; 451; False;67 ; 38 ; 67; 27;  0; 0
ALCP697.COB ; 2611 ; 1922 ; 985 ; 517; False;67 ; 38 ; 67; 27;  0; 0
ALCP698.COB ; 302 ; 182 ; 59 ; 9; False;26 ; 12 ; 24; 9;  0; 0
ALCP700.COB ; 2187 ; 1483 ; 382 ; 171; False;102 ; 61 ; 102; 37;  0; 0
ALCP701.COB ; 482 ; 468 ; 161 ; 67; False;83 ; 54 ; 83; 34;  0; 0
ALCP702.COB ; 4117 ; 2014 ; 695 ; 315; False;56 ; 37 ; 56; 23;  0; 0
ALCP703.COB ; 1950 ; 1223 ; 443 ; 188; False;94 ; 63 ; 94; 40;  0; 0
ALCP704.COB ; 2316 ; 1666 ; 626 ; 253; False;72 ; 44 ; 72; 30;  0; 0
ALCP705.COB ; 2988 ; 1810 ; 582 ; 257; False;87 ; 52 ; 87; 36;  0; 0
ALCP706.COB ; 3630 ; 1833 ; 796 ; 432; False;90 ; 37 ; 90; 25;  0; 0
ALCP707.COB ; 1426 ; 1074 ; 394 ; 165; False;188 ; 111 ; 188; 75;  0; 0
ALCP754.COB ; 1831 ; 882 ; 294 ; 81; False;49 ; 31 ; 47; 22;  0; 0
ALCP755.COB ; 1752 ; 779 ; 265 ; 59; True;132 ; 46 ; 132; 35;  0; 0
ALCP787.COB ; 1244 ; 862 ; 325 ; 128; False;55 ; 30 ; 55; 20;  0; 0
ALCP901.COB ; 19907 ; 3653 ; 1082 ; 467; False;86 ; 31 ; 86; 20;  0; 0
ALCP936.COB ; 1346 ; 991 ; 367 ; 168; False;32 ; 22 ; 32; 13;  0; 0
ALCP998.COB ; 1601 ; 888 ; 271 ; 116; False;74 ; 37 ; 74; 27;  0; 0
ALCS024.COB ; 4550 ; 2720 ; 1339 ; 586; False;12 ; 9 ; 10; 5;  0; 0
ALCS025.COB ; 2498 ; 1626 ; 918 ; 454; False;12 ; 9 ; 10; 5;  0; 0
ALCS026.COB ; 4377 ; 2529 ; 1451 ; 682; False;12 ; 9 ; 10; 5;  0; 0
ALCS027.COB ; 3947 ; 2288 ; 1305 ; 601; False;12 ; 9 ; 10; 5;  0; 0
ALCS028.COB ; 3214 ; 2019 ; 1152 ; 553; False;12 ; 9 ; 10; 5;  0; 0
ALCS029.COB ; 3131 ; 1937 ; 1108 ; 538; False;12 ; 9 ; 10; 5;  0; 0
ALCS030.COB ; 2452 ; 1508 ; 907 ; 368; False;12 ; 9 ; 10; 5;  0; 0
ALCS031.COB ; 2486 ; 1589 ; 894 ; 427; False;12 ; 9 ; 10; 5;  0; 0
ALCS032.COB ; 2925 ; 1664 ; 1033 ; 441; False;12 ; 9 ; 10; 5;  0; 0
ALCS048.COB ; 2712 ; 1517 ; 882 ; 389; False;12 ; 9 ; 10; 5;  0; 0
ALCS049.COB ; 3321 ; 1967 ; 1093 ; 489; False;12 ; 9 ; 10; 5;  0; 0
ALCS065.COB ; 2422 ; 1512 ; 895 ; 406; False;14 ; 13 ; 14; 8;  0; 0
ALCS066.COB ; 4426 ; 2716 ; 1246 ; 620; False;14 ; 13 ; 14; 8;  0; 0
ALCS067.COB ; 2012 ; 1272 ; 742 ; 350; False;12 ; 9 ; 10; 5;  0; 0
ALCS068.COB ; 2176 ; 1353 ; 822 ; 376; False;12 ; 9 ; 10; 5;  0; 0
ALCS070.COB ; 2527 ; 1373 ; 885 ; 322; False;6 ; 5 ; 5; 2;  0; 0
ALCS140.COB ; 2678 ; 1191 ; 684 ; 281; False;5 ; 6 ; 5; 2;  0; 0
ALCS141.COB ; 6722 ; 3445 ; 1802 ; 875; False;5 ; 6 ; 5; 2;  0; 0
ALCS142.COB ; 5808 ; 2954 ; 1708 ; 888; False;38 ; 31 ; 36; 20;  0; 0
ALCS143.COB ; 6256 ; 2940 ; 1560 ; 791; False;5 ; 6 ; 5; 2;  0; 0
ALCS144.COB ; 5430 ; 2497 ; 1349 ; 677; False;5 ; 6 ; 5; 2;  0; 0
ALCS145.COB ; 2768 ; 1347 ; 778 ; 358; False;18 ; 16 ; 18; 10;  0; 0
ALCS146.COB ; 5675 ; 3188 ; 1291 ; 720; False;45 ; 44 ; 43; 21;  0; 0
ALCS147.COB ; 8252 ; 4910 ; 1980 ; 1146; False;38 ; 34 ; 36; 20;  0; 0
ALCS150.COB ; 2294 ; 1230 ; 722 ; 315; False;32 ; 27 ; 30; 16;  0; 0
ALCS151.COB ; 2603 ; 1555 ; 803 ; 376; False;33 ; 27 ; 31; 16;  0; 0
ALCS152.COB ; 2191 ; 1120 ; 694 ; 272; False;5 ; 6 ; 5; 2;  0; 0
ALCS241.COB ; 5366 ; 2818 ; 1445 ; 791; False;41 ; 38 ; 39; 23;  0; 0
ALCS242.COB ; 5205 ; 2885 ; 1465 ; 795; False;41 ; 38 ; 39; 23;  0; 0
ALCS244.COB ; 4968 ; 2699 ; 1359 ; 749; False;41 ; 38 ; 39; 23;  0; 0
ALCS246.COB ; 7243 ; 4174 ; 1990 ; 1155; False;42 ; 38 ; 40; 23;  0; 0
ALCS247.COB ; 6953 ; 3981 ; 1773 ; 1043; False;51 ; 43 ; 49; 27;  0; 0
ALCS248.COB ; 7136 ; 3844 ; 1803 ; 1021; False;42 ; 38 ; 40; 23;  0; 0
ALCS250.COB ; 2500 ; 1363 ; 795 ; 349; False;41 ; 38 ; 39; 23;  0; 0
ALCS251.COB ; 2496 ; 1366 ; 795 ; 349; False;41 ; 38 ; 39; 23;  0; 0
ALCU009.COB ; 6114 ; 5744 ; 3763 ; 1375; False;14 ; 7 ; 14; 2;  0; 0
ALCU014.COB ; 781 ; 672 ; 246 ; 100; False;121 ; 83 ; 121; 54;  0; 0
ALCU020.COB ; 2658 ; 1698 ; 525 ; 265; False;84 ; 57 ; 84; 38;  0; 0
ALCU021.COB ; 14828 ; 14376 ; 6698 ; 4165; False;43 ; 29 ; 41; 18;  0; 0
ALCU022.COB ; 2371 ; 1701 ; 654 ; 303; False;104 ; 75 ; 104; 51;  0; 0
ALCU023.COB ; 1309 ; 958 ; 396 ; 160; False;20 ; 13 ; 18; 8;  0; 0
ALCU024.COB ; 2811 ; 2096 ; 877 ; 488; False;42 ; 35 ; 42; 22;  0; 0
ALCU026.COB ; 5431 ; 3803 ; 1484 ; 821; False;40 ; 34 ; 40; 21;  0; 0
ALCU027.COB ; 1359 ; 798 ; 238 ; 108; False;67 ; 45 ; 67; 29;  0; 0
ALCU028.COB ; 2100 ; 1213 ; 555 ; 284; False;37 ; 28 ; 37; 17;  0; 0
ALCU029.COB ; 6177 ; 3982 ; 905 ; 536; False;40 ; 28 ; 40; 18;  0; 0
ALCU030.COB ; 16361 ; 16090 ; 7477 ; 4773; False;47 ; 35 ; 45; 22;  0; 0
ALCU031.COB ; 1918 ; 1353 ; 278 ; 160; False;49 ; 38 ; 49; 24;  0; 0
ALCU034.COB ; 1104 ; 898 ; 382 ; 146; False;55 ; 43 ; 53; 26;  0; 0
ALCU036.COB ; 1413 ; 996 ; 468 ; 148; False;41 ; 24 ; 39; 14;  0; 0
ALCU039.COB ; 435 ; 407 ; 192 ; 91; False;32 ; 32 ; 32; 23;  0; 0
ALCU042.COB ; 431 ; 407 ; 190 ; 91; False;32 ; 32 ; 32; 23;  0; 0
ALCU045.COB ; 2888 ; 2158 ; 875 ; 427; False;74 ; 57 ; 72; 39;  0; 0
ALCU047.COB ; 1783 ; 993 ; 538 ; 224; False;71 ; 42 ; 69; 29;  0; 0
ALCU050.COB ; 4361 ; 3660 ; 1658 ; 1182; False;37 ; 25 ; 37; 16;  0; 0
ALCU051.COB ; 1211 ; 765 ; 283 ; 163; False;53 ; 43 ; 53; 28;  0; 0
ALCU052.COB ; 1812 ; 1136 ; 465 ; 156; False;89 ; 55 ; 89; 34;  0; 0
ALCU053.COB ; 1396 ; 1063 ; 469 ; 204; False;53 ; 50 ; 53; 32;  0; 0
ALCU061.COB ; 3309 ; 1983 ; 965 ; 452; False;42 ; 35 ; 42; 22;  0; 0
ALCU062.COB ; 1912 ; 1125 ; 531 ; 254; False;46 ; 37 ; 46; 24;  0; 0
ALCU063.COB ; 1916 ; 1420 ; 468 ; 285; False;18 ; 13 ; 18; 7;  0; 0
ALCU064.COB ; 3210 ; 1344 ; 365 ; 184; False;72 ; 63 ; 70; 37;  0; 0
ALCU065.COB ; 2635 ; 1761 ; 600 ; 363; False;53 ; 56 ; 53; 26;  0; 0
ALCU066.COB ; 941 ; 534 ; 187 ; 84; True;53 ; 48 ; 53; 34;  0; 0
ALCU067.COB ; 627 ; 417 ; 95 ; 40; False;18 ; 13 ; 18; 7;  0; 0
ALCU068.COB ; 782 ; 411 ; 108 ; 57; False;36 ; 38 ; 36; 20;  0; 0
